Ticker,TradeDate,Open,High,Low,Close,Volume,Change,ChangePercent
BWA,11/5/2013 12:00:00 AM,,,,,3341598,-0.0330,-0.0680
BXC,11/5/2013 12:00:00 AM,,,,,8628,-0.6000,-3.1750
BXMT,11/5/2013 12:00:00 AM,,,,,694703,0.0619,0.3640
BXP,11/5/2013 12:00:00 AM,,,,,858561,-1.3716,-1.5710
BXS,11/5/2013 12:00:00 AM,,,,,709097,0.1019,0.4930
BYD,11/5/2013 12:00:00 AM,,,,,4139570,-0.0595,-0.5880
BZH,11/5/2013 12:00:00 AM,,,,,641907,0.1000,0.5560
C,11/5/2013 12:00:00 AM,,,,,18396211,-0.2396,-0.5140
CA,11/5/2013 12:00:00 AM,,,,,3409660,-0.1788,-0.6590
CAC,11/5/2013 12:00:00 AM,,,,,44483,-0.3998,-1.7030
CACC,11/5/2013 12:00:00 AM,,,,,24845,1.8800,1.5650
CACI,11/5/2013 12:00:00 AM,,,,,169136,-0.4600,-0.6400
CAG,11/5/2013 12:00:00 AM,,,,,5417203,0.6287,2.8750
CAH,11/5/2013 12:00:00 AM,,,,,6743824,-1.1158,-2.0060
CAI,11/5/2013 12:00:00 AM,,,,,135050,-0.1800,-0.8130
CAKE,11/5/2013 12:00:00 AM,,,,,981369,1.4065,3.2280
CAL,11/5/2013 12:00:00 AM,,,,,296264,-0.0477,-0.2210
CALM,11/5/2013 12:00:00 AM,,,,,90830,0.3133,1.3500
CALX,11/5/2013 12:00:00 AM,,,,,432300,0.0700,0.6800
CAMP,11/5/2013 12:00:00 AM,,,,,259059,-0.3300,-1.3740
CAR,11/5/2013 12:00:00 AM,,,,,4533734,-0.9900,-3.0890
CARB,11/5/2013 12:00:00 AM,,,,,280960,-0.7400,-5.7010
CASI,11/5/2013 12:00:00 AM,,,,,21558,-0.0100,-0.5620
CASS,11/5/2013 12:00:00 AM,,,,,14443,-0.4044,-0.8280
CASY,11/5/2013 12:00:00 AM,,,,,290648,1.5220,2.1090
CAT,11/5/2013 12:00:00 AM,,,,,4017314,0.1379,0.1910
CATC,11/5/2013 12:00:00 AM,,,,,1866,-0.2114,-0.6250
CATM,11/5/2013 12:00:00 AM,,,,,895609,-0.5900,-1.4710
CATO,11/5/2013 12:00:00 AM,,,,,50042,-0.1179,-0.4910
CATY,11/5/2013 12:00:00 AM,,,,,191455,0.0273,0.1210
CB,11/5/2013 12:00:00 AM,,,,,844985,0.1166,0.1350
CBB,11/5/2013 12:00:00 AM,,,,,178518,-0.2500,-1.6840
CBFV,11/5/2013 12:00:00 AM,,,,,1000,-0.3402,-2.0590
CBIO,11/5/2013 12:00:00 AM,,,,,1171,10.9139,2.9980
CBL,11/5/2013 12:00:00 AM,,,,,1724595,-0.1609,-1.2700
CBM,11/5/2013 12:00:00 AM,,,,,349060,-0.3300,-1.8240
CBMG,11/5/2013 12:00:00 AM,,,,,4187,0.4500,7.6920
CBOE,11/5/2013 12:00:00 AM,,,,,436655,0.3711,0.8050
CBRE,11/5/2013 12:00:00 AM,,,,,3190124,-0.1700,-0.7380
CBRL,11/5/2013 12:00:00 AM,,,,,114575,1.8044,1.9870
CBS,11/5/2013 12:00:00 AM,,,,,3257962,0.3677,0.6550
CBSH,11/5/2013 12:00:00 AM,,,,,350339,-0.2084,-0.6120
CBT,11/5/2013 12:00:00 AM,,,,,238694,-0.0721,-0.1710
CBU,11/5/2013 12:00:00 AM,,,,,124232,-0.1222,-0.3870
CBZ,11/5/2013 12:00:00 AM,,,,,211651,0.0600,0.7190
CCBG,11/5/2013 12:00:00 AM,,,,,19171,-0.3818,-3.2600
CCF,11/5/2013 12:00:00 AM,,,,,9456,-0.1999,-0.7210
CCI,11/5/2013 12:00:00 AM,,,,,2756860,0.7649,1.2100
CCK,11/5/2013 12:00:00 AM,,,,,1504404,-0.4200,-0.9660
CCL,11/5/2013 12:00:00 AM,,,,,3114797,0.1657,0.5400
CCMP,11/5/2013 12:00:00 AM,,,,,187014,1.0749,2.6250
CCNE,11/5/2013 12:00:00 AM,,,,,13814,0.0851,0.5060
CCO,11/5/2013 12:00:00 AM,,,,,283053,0.0139,0.3350
CCOI,11/5/2013 12:00:00 AM,,,,,201536,0.3840,1.3420
CCRN,11/5/2013 12:00:00 AM,,,,,64644,-0.0300,-0.5090
CCXI,11/5/2013 12:00:00 AM,,,,,395933,0.0000,0.0000
CDE,11/5/2013 12:00:00 AM,,,,,1519116,-0.0200,-0.1650
CDMO,11/5/2013 12:00:00 AM,,,,,143716,-0.2800,-3.1250
CDNS,11/5/2013 12:00:00 AM,,,,,3626698,0.0000,0.0000
CDR,11/5/2013 12:00:00 AM,,,,,78695,-0.0592,-1.2170
CDW,11/5/2013 12:00:00 AM,,,,,173642,0.0573,0.2620
CDXC,11/5/2013 12:00:00 AM,,,,,30465,0.0000,0.0000
CDXS,11/5/2013 12:00:00 AM,,,,,49831,0.0500,2.9760
CDZI,11/5/2013 12:00:00 AM,,,,,22134,0.0200,0.3750
CE,11/5/2013 12:00:00 AM,,,,,884656,0.6872,1.3410
CECE,11/5/2013 12:00:00 AM,,,,,70758,-0.2349,-1.4480
CECO,11/5/2013 12:00:00 AM,,,,,1016351,-0.3500,-6.1840
CELG,11/5/2013 12:00:00 AM,,,,,4743404,0.0100,0.0130
CELH,11/5/2013 12:00:00 AM,,,,,1000,0.0998,28.4980
CENT,11/5/2013 12:00:00 AM,,,,,26028,-0.2700,-3.5060
CENTA,11/5/2013 12:00:00 AM,,,,,105630,-0.1500,-1.9920
CENX,11/5/2013 12:00:00 AM,,,,,1897164,0.1200,1.2960
CERN,11/5/2013 12:00:00 AM,,,,,984202,-0.5900,-1.0440
CERS,11/5/2013 12:00:00 AM,,,,,565673,-0.0100,-0.1570
CETV,11/5/2013 12:00:00 AM,,,,,2313645,-0.0800,-3.3760
CEVA,11/5/2013 12:00:00 AM,,,,,133146,-0.1100,-0.7330
CF,11/5/2013 12:00:00 AM,,,,,9374475,-1.3982,-3.7360
CFFI,11/5/2013 12:00:00 AM,,,,,5940,-0.1208,-0.2670
CFFN,11/5/2013 12:00:00 AM,,,,,980810,-0.0598,-0.6400
CFR,11/5/2013 12:00:00 AM,,,,,286578,-0.1915,-0.3120
CFX,11/5/2013 12:00:00 AM,,,,,367308,-0.4700,-0.8290
CGNX,11/5/2013 12:00:00 AM,,,,,718684,-0.1278,-0.8340
CHCO,11/5/2013 12:00:00 AM,,,,,12139,-0.0343,-0.0880
CHD,11/5/2013 12:00:00 AM,,,,,1581906,0.0554,0.1840
CHDN,11/5/2013 12:00:00 AM,,,,,22624,-1.0819,-1.3120
CHE,11/5/2013 12:00:00 AM,,,,,160795,0.1256,0.1870
CHEF,11/5/2013 12:00:00 AM,,,,,111587,0.1100,0.4580
CHFC,11/5/2013 12:00:00 AM,,,,,139316,0.1486,0.5760
CHH,11/5/2013 12:00:00 AM,,,,,92650,-0.0934,-0.2160
CHK,11/5/2013 12:00:00 AM,,,,,9548329,-0.6825,-2.4270
CHMG,11/5/2013 12:00:00 AM,,,,,1474,0.0171,0.0600
CHMI,11/5/2013 12:00:00 AM,,,,,25396,-0.0058,-0.0560
CHRW,11/5/2013 12:00:00 AM,,,,,2872706,-0.7122,-1.2960
CHS,11/5/2013 12:00:00 AM,,,,,2082497,0.0701,0.4620
CHSP,11/5/2013 12:00:00 AM,,,,,167276,-0.1156,-0.6380
CHTR,11/5/2013 12:00:00 AM,,,,,1585987,-4.7100,-3.4690
CHUY,11/5/2013 12:00:00 AM,,,,,179296,0.4900,1.2990
CI,11/5/2013 12:00:00 AM,,,,,3854862,-0.0998,-0.1260
CIA,11/5/2013 12:00:00 AM,,,,,66135,-0.0600,-0.6800
CIEN,11/5/2013 12:00:00 AM,,,,,3953814,-0.2900,-1.2410
CIM,11/5/2013 12:00:00 AM,,,,,662101,0.0000,0.0000
CINF,11/5/2013 12:00:00 AM,,,,,468426,-0.2056,-0.4810
CIR,11/5/2013 12:00:00 AM,,,,,81602,0.5636,0.7380
CIT,11/5/2013 12:00:00 AM,,,,,1406889,-0.5041,-1.1210
CIVB,11/5/2013 12:00:00 AM,,,,,3306,-0.0102,-0.1580
CIX,11/5/2013 12:00:00 AM,,,,,16840,-1.0502,-8.2310
CKH,11/5/2013 12:00:00 AM,,,,,140745,-0.3385,-0.3620
CL,11/5/2013 12:00:00 AM,,,,,3571080,-0.3330,-0.5630
CLAR,11/5/2013 12:00:00 AM,,,,,1391294,-1.7857,-12.1690
CLD,11/5/2013 12:00:00 AM,,,,,879755,-0.1600,-0.9730
CLDT,11/5/2013 12:00:00 AM,,,,,468309,0.2902,1.8610
CLF,11/5/2013 12:00:00 AM,,,,,9196432,-0.4881,-1.7770
CLFD,11/5/2013 12:00:00 AM,,,,,70555,-0.2700,-1.8400
CLGX,11/5/2013 12:00:00 AM,,,,,889484,-0.2300,-0.6810
CLH,11/5/2013 12:00:00 AM,,,,,648228,-0.4300,-0.7010
CLI,11/5/2013 12:00:00 AM,,,,,634491,-0.2563,-1.4760
CLNE,11/5/2013 12:00:00 AM,,,,,902781,-0.2500,-2.1190
CLR,11/5/2013 12:00:00 AM,,,,,4580166,0.1550,0.2610
CLUB,11/5/2013 12:00:00 AM,,,,,47866,-0.1231,-1.0050
CLVS,11/5/2013 12:00:00 AM,,,,,132594,-0.0700,-0.1370
CLW,11/5/2013 12:00:00 AM,,,,,57504,-0.3900,-0.7430
CLX,11/5/2013 12:00:00 AM,,,,,1403216,0.3952,0.5020
CMA,11/5/2013 12:00:00 AM,,,,,2584675,0.4226,1.0620
CMC,11/5/2013 12:00:00 AM,,,,,1327778,0.0878,0.5420
CMCO,11/5/2013 12:00:00 AM,,,,,46030,-0.2134,-0.8320
CMCSA,11/5/2013 12:00:00 AM,,,,,15553436,-0.1565,-0.7060
CMD,11/5/2013 12:00:00 AM,,,,,99566,-0.0693,-0.1980
CME,11/5/2013 12:00:00 AM,,,,,1408317,-0.1285,-0.2170
CMG,11/5/2013 12:00:00 AM,,,,,412736,7.8700,1.4710
CMI,11/5/2013 12:00:00 AM,,,,,2123616,1.5806,1.3930
CMO,11/5/2013 12:00:00 AM,,,,,791523,-0.1274,-1.6680
CMP,11/5/2013 12:00:00 AM,,,,,205797,-0.1087,-0.1750
CMPR,11/5/2013 12:00:00 AM,,,,,226557,0.7200,1.2920
CMRE,11/5/2013 12:00:00 AM,,,,,129052,-0.1206,-0.9100
CMRX,11/5/2013 12:00:00 AM,,,,,70310,-0.3800,-2.4900
CMS,11/5/2013 12:00:00 AM,,,,,2948469,-0.1547,-0.6510
CMTL,11/5/2013 12:00:00 AM,,,,,76278,0.0824,0.3300
CNA,11/5/2013 12:00:00 AM,,,,,152674,-0.1058,-0.3710
CNBKA,11/5/2013 12:00:00 AM,,,,,612,-0.1144,-0.3750
CNC,11/5/2013 12:00:00 AM,,,,,923752,-0.2800,-0.9670
CNK,11/5/2013 12:00:00 AM,,,,,763662,-0.3011,-1.0650
CNMD,11/5/2013 12:00:00 AM,,,,,124723,-0.0828,-0.2400
CNO,11/5/2013 12:00:00 AM,,,,,1243478,0.0000,0.0000
CNOB,11/5/2013 12:00:00 AM,,,,,1041,0.1687,0.4840
CNP,11/5/2013 12:00:00 AM,,,,,2911168,-0.1531,-0.7770
CNS,11/5/2013 12:00:00 AM,,,,,154513,-0.5924,-1.9370
CNSL,11/5/2013 12:00:00 AM,,,,,153052,-0.2683,-2.0560
CNTY,11/5/2013 12:00:00 AM,,,,,107877,0.0300,0.5130
CNX,11/5/2013 12:00:00 AM,,,,,2432201,-0.9832,-2.6480
CNXN,11/5/2013 12:00:00 AM,,,,,81161,-0.0281,-0.1490
COBZ,11/5/2013 12:00:00 AM,,,,,52415,-0.0562,-0.5590
COF,11/5/2013 12:00:00 AM,,,,,2748453,0.3186,0.5030
COG,11/5/2013 12:00:00 AM,,,,,4681533,-0.1661,-0.4840
COHR,11/5/2013 12:00:00 AM,,,,,69634,-0.1300,-0.1970
COHU,11/5/2013 12:00:00 AM,,,,,56975,-0.0276,-0.3210
COKE,11/5/2013 12:00:00 AM,,,,,7007,0.1447,0.2360
COL,11/5/2013 12:00:00 AM,,,,,679342,0.0840,0.1280
COLB,11/5/2013 12:00:00 AM,,,,,364176,0.0337,0.1540
COLM,11/5/2013 12:00:00 AM,,,,,114880,0.1697,0.5370
COMM,11/5/2013 12:00:00 AM,,,,,721704,-0.2800,-1.8310
CONE,11/5/2013 12:00:00 AM,,,,,380723,-0.2129,-1.2970
CONN,11/5/2013 12:00:00 AM,,,,,476898,0.7300,1.1720
COO,11/5/2013 12:00:00 AM,,,,,224197,-0.5590,-0.4340
COOL,11/5/2013 12:00:00 AM,,,,,5388,0.1186,0.6710
COP,11/5/2013 12:00:00 AM,,,,,4592512,-0.6556,-1.0360
COR,11/5/2013 12:00:00 AM,,,,,212482,-0.1595,-0.5970
CORE,11/5/2013 12:00:00 AM,,,,,340416,0.0971,0.5880
CORR,11/5/2013 12:00:00 AM,,,,,5008,-0.1819,-0.7300
CORT,11/5/2013 12:00:00 AM,,,,,29803,-0.0100,-0.5990
COST,11/5/2013 12:00:00 AM,,,,,1419737,-0.1848,-0.1750
COTY,11/5/2013 12:00:00 AM,,,,,746286,-0.1186,-0.8440
COWN,11/5/2013 12:00:00 AM,,,,,118177,-0.0400,-0.2500
CPA,11/5/2013 12:00:00 AM,,,,,222970,0.1447,0.1110
CPB,11/5/2013 12:00:00 AM,,,,,1138471,0.0264,0.0710
CPE,11/5/2013 12:00:00 AM,,,,,497720,-0.0600,-0.8710
CPF,11/5/2013 12:00:00 AM,,,,,296151,0.0176,0.1080
CPK,11/5/2013 12:00:00 AM,,,,,46385,0.4649,1.4080
CPRT,11/5/2013 12:00:00 AM,,,,,1415810,-0.2800,-1.7410
CPRX,11/5/2013 12:00:00 AM,,,,,708495,-0.0300,-1.8630
CPSI,11/5/2013 12:00:00 AM,,,,,43221,1.1146,2.2180
CPT,11/5/2013 12:00:00 AM,,,,,446070,-1.1340,-2.2760
CR,11/5/2013 12:00:00 AM,,,,,191388,-0.5080,-0.8740
CRAI,11/5/2013 12:00:00 AM,,,,,22161,-0.0874,-0.4880
CRAY,11/5/2013 12:00:00 AM,,,,,172127,-0.0300,-0.1350
CREE,11/5/2013 12:00:00 AM,,,,,1386269,0.2700,0.4510
CRI,11/5/2013 12:00:00 AM,,,,,490410,-0.3847,-0.5820
CRL,11/5/2013 12:00:00 AM,,,,,678371,1.1400,2.2880
CRM,11/5/2013 12:00:00 AM,,,,,4262239,0.1100,0.1980
CRMT,11/5/2013 12:00:00 AM,,,,,50443,-0.0300,-0.0650
CROX,11/5/2013 12:00:00 AM,,,,,1226291,0.0300,0.2410
CRR,11/5/2013 12:00:00 AM,,,,,271653,-2.6359,-2.1670
CRS,11/5/2013 12:00:00 AM,,,,,302386,-0.2678,-0.4750
CRUS,11/5/2013 12:00:00 AM,,,,,2194828,0.3200,1.4150
CRVL,11/5/2013 12:00:00 AM,,,,,40803,0.1400,0.3480
CRY,11/5/2013 12:00:00 AM,,,,,311443,-0.1851,-2.0000
CRZO,11/5/2013 12:00:00 AM,,,,,1835093,0.6100,1.3650
CSCO,11/5/2013 12:00:00 AM,,,,,46343551,0.4158,2.1480
CSFL,11/5/2013 12:00:00 AM,,,,,113107,0.0577,0.5920
CSGP,11/5/2013 12:00:00 AM,,,,,71603,2.1600,1.2440
CSGS,11/5/2013 12:00:00 AM,,,,,144914,-0.3880,-1.5470
CSII,11/5/2013 12:00:00 AM,,,,,199183,-0.5000,-1.6250
CSL,11/5/2013 12:00:00 AM,,,,,387738,-1.4927,-2.1320
CSOD,11/5/2013 12:00:00 AM,,,,,2268050,6.1100,13.2370
CSTE,11/5/2013 12:00:00 AM,,,,,316019,-0.3795,-0.9120
CSU,11/5/2013 12:00:00 AM,,,,,1313564,-2.6000,-11.0640
CSV,11/5/2013 12:00:00 AM,,,,,105256,-0.3282,-1.7000
CSX,11/5/2013 12:00:00 AM,,,,,4329985,-0.0181,-0.0760
CTAS,11/5/2013 12:00:00 AM,,,,,462288,-0.0186,-0.0370
CTB,11/5/2013 12:00:00 AM,,,,,1425602,-0.8187,-3.3930
CTBI,11/5/2013 12:00:00 AM,,,,,21434,0.0000,0.0000
CTIC,11/5/2013 12:00:00 AM,,,,,93745,-0.3000,-1.7050
CTL,11/5/2013 12:00:00 AM,,,,,5697242,-0.2500,-1.1260
CTO,11/5/2013 12:00:00 AM,,,,,3189,-0.8197,-2.2100
CTRL,11/5/2013 12:00:00 AM,,,,,43997,0.4900,2.8470
CTRN,11/5/2013 12:00:00 AM,,,,,56633,0.0096,0.0670
CTS,11/5/2013 12:00:00 AM,,,,,82998,-0.1926,-1.0480
CTSH,11/5/2013 12:00:00 AM,,,,,7823628,1.3507,3.1550
CTWS,11/5/2013 12:00:00 AM,,,,,9609,-0.1059,-0.3760
CTXS,11/5/2013 12:00:00 AM,,,,,1763528,-0.2309,-0.5030
CUB,11/5/2013 12:00:00 AM,,,,,62898,0.1070,0.2060
CUBE,11/5/2013 12:00:00 AM,,,,,1044901,-0.1282,-0.8130
CUBI,11/5/2013 12:00:00 AM,,,,,32685,-0.0727,-0.4800
CULP,11/5/2013 12:00:00 AM,,,,,22231,0.1239,0.7450
CUTR,11/5/2013 12:00:00 AM,,,,,550908,-1.2200,-12.3610
CUZ,11/5/2013 12:00:00 AM,,,,,1189428,-0.1456,-1.8340
CVA,11/5/2013 12:00:00 AM,,,,,7574695,-0.3599,-2.6080
CVBF,11/5/2013 12:00:00 AM,,,,,212860,0.0264,0.2070
CVCO,11/5/2013 12:00:00 AM,,,,,8991,-1.0200,-1.7280
CVCY,11/5/2013 12:00:00 AM,,,,,7900,-0.4618,-4.3630
CVG,11/5/2013 12:00:00 AM,,,,,367320,-0.0748,-0.4080
CVGI,11/5/2013 12:00:00 AM,,,,,1002295,-0.5500,-7.0880
CVGW,11/5/2013 12:00:00 AM,,,,,26631,-0.0092,-0.0340
CVI,11/5/2013 12:00:00 AM,,,,,690318,-0.4289,-1.7600
CVLT,11/5/2013 12:00:00 AM,,,,,627908,-1.1600,-1.4920
CVLY,11/5/2013 12:00:00 AM,,,,,1312,-0.2161,-1.3820
CVS,11/5/2013 12:00:00 AM,,,,,10425350,1.1298,2.0010
CVTI,11/5/2013 12:00:00 AM,,,,,3689,-0.1200,-1.8490
CVX,11/5/2013 12:00:00 AM,,,,,6630218,0.2870,0.2960
CW,11/5/2013 12:00:00 AM,,,,,246701,0.0969,0.1980
CWCO,11/5/2013 12:00:00 AM,,,,,87924,0.5057,3.8460
CWST,11/5/2013 12:00:00 AM,,,,,66154,0.0400,0.6730
CWT,11/5/2013 12:00:00 AM,,,,,104627,-0.0974,-0.5100
CXO,11/5/2013 12:00:00 AM,,,,,1616407,-0.9100,-0.8110
CXP,11/5/2013 12:00:00 AM,,,,,964304,-0.1694,-0.9390
CXW,11/5/2013 12:00:00 AM,,,,,739346,-0.5952,-2.2510
CY,11/5/2013 12:00:00 AM,,,,,1795384,-0.0083,-0.1090
CYH,11/5/2013 12:00:00 AM,,,,,1950033,-1.6300,-3.7220
CYRX,11/5/2013 12:00:00 AM,,,,,2500,0.8400,16.2790
CYTK,11/5/2013 12:00:00 AM,,,,,391663,-0.0800,-1.2380
CZNC,11/5/2013 12:00:00 AM,,,,,33680,-0.0397,-0.2500
CZR,11/5/2013 12:00:00 AM,,,,,1230801,0.4800,2.8150
D,11/5/2013 12:00:00 AM,,,,,3635184,0.4789,0.9060
DAKT,11/5/2013 12:00:00 AM,,,,,96372,-0.2181,-2.1610
DAL,11/5/2013 12:00:00 AM,,,,,13766207,0.0186,0.0730
DAN,11/5/2013 12:00:00 AM,,,,,4001511,0.2625,1.4450
DAR,11/5/2013 12:00:00 AM,,,,,577522,-0.4100,-1.7410
DATA,11/5/2013 12:00:00 AM,,,,,2189273,4.0000,6.6670
DBD,11/5/2013 12:00:00 AM,,,,,665636,-0.3914,-1.5140
DCI,11/5/2013 12:00:00 AM,,,,,357918,0.1009,0.2760
DCO,11/5/2013 12:00:00 AM,,,,,45168,-0.2400,-0.9540
DCOM,11/5/2013 12:00:00 AM,,,,,54182,-0.0255,-0.1840
DDD,11/5/2013 12:00:00 AM,,,,,9951104,3.9700,6.0120
DDR,11/5/2013 12:00:00 AM,,,,,1927500,-0.4770,-2.3450
DDS,11/5/2013 12:00:00 AM,,,,,501429,0.1963,0.2440
DE,11/5/2013 12:00:00 AM,,,,,2484637,0.0089,0.0120
DECK,11/5/2013 12:00:00 AM,,,,,1999956,1.6600,2.3740
DEI,11/5/2013 12:00:00 AM,,,,,1371672,-0.3684,-1.6520
DENN,11/5/2013 12:00:00 AM,,,,,270431,0.2150,3.3990
DF,11/5/2013 12:00:00 AM,,,,,1007589,-0.0359,-0.2050
DFRG,11/5/2013 12:00:00 AM,,,,,127838,0.0200,0.1090
DFS,11/5/2013 12:00:00 AM,,,,,2420945,-0.2739,-0.5750
DG,11/5/2013 12:00:00 AM,,,,,2864752,0.5536,1.0080
DGICA,11/5/2013 12:00:00 AM,,,,,47519,-0.3208,-2.4740
DGII,11/5/2013 12:00:00 AM,,,,,182168,-0.3300,-3.1640
DGX,11/5/2013 12:00:00 AM,,,,,3599000,0.5537,0.9830
DHI,11/5/2013 12:00:00 AM,,,,,8004885,-0.3899,-2.1790
DHIL,11/5/2013 12:00:00 AM,,,,,1894,1.2602,1.2700
DHR,11/5/2013 12:00:00 AM,,,,,1372963,-0.1179,-0.2200
DHT,11/5/2013 12:00:00 AM,,,,,44698,-0.0226,-0.5400
DIN,11/5/2013 12:00:00 AM,,,,,73492,1.0759,1.6750
DIOD,11/5/2013 12:00:00 AM,,,,,199943,-0.2200,-0.9110
DIS,11/5/2013 12:00:00 AM,,,,,5148448,0.0371,0.0580
DISCA,11/5/2013 12:00:00 AM,,,,,1293881,-0.1700,-0.1950
DISCK,11/5/2013 12:00:00 AM,,,,,216627,0.3600,0.4480
DISH,11/5/2013 12:00:00 AM,,,,,1996918,0.4200,0.8670
DJCO,11/5/2013 12:00:00 AM,,,,,0,-2.3000,-1.5490
DK,11/5/2013 12:00:00 AM,,,,,523240,-0.6106,-2.6950
DKS,11/5/2013 12:00:00 AM,,,,,739972,0.0742,0.1480
DLB,11/5/2013 12:00:00 AM,,,,,414122,-0.2584,-0.7620
DLR,11/5/2013 12:00:00 AM,,,,,2255611,0.0080,0.0210
DLTR,11/5/2013 12:00:00 AM,,,,,1628567,0.5400,0.9320
DLX,11/5/2013 12:00:00 AM,,,,,528672,0.6813,1.5840
DMRC,11/5/2013 12:00:00 AM,,,,,23632,-0.7845,-3.9440
DNB,11/5/2013 12:00:00 AM,,,,,820759,-2.2841,-2.2700
DNKN,11/5/2013 12:00:00 AM,,,,,1152881,0.7964,1.8640
DNR,11/5/2013 12:00:00 AM,,,,,5061931,-0.2662,-1.4430
DO,11/5/2013 12:00:00 AM,,,,,1966958,-1.0632,-1.9350
DOC,11/5/2013 12:00:00 AM,,,,,37223,-0.0541,-0.5480
DOOR,11/5/2013 12:00:00 AM,,,,,41393,0.1500,0.3010
DORM,11/5/2013 12:00:00 AM,,,,,58921,-0.6600,-1.3580
DOV,11/5/2013 12:00:00 AM,,,,,677174,-0.1519,-0.2290
DOX,11/5/2013 12:00:00 AM,,,,,1627845,-0.0751,-0.2090
DPZ,11/5/2013 12:00:00 AM,,,,,424618,0.8622,1.3560
DRE,11/5/2013 12:00:00 AM,,,,,3458342,-0.2850,-2.0910
DRH,11/5/2013 12:00:00 AM,,,,,2974161,-0.1308,-1.3760
DRI,11/5/2013 12:00:00 AM,,,,,1471561,0.8251,1.8660
DRQ,11/5/2013 12:00:00 AM,,,,,383011,-1.2500,-1.0740
DRRX,11/5/2013 12:00:00 AM,,,,,1150889,0.0800,5.2980
DSW,11/5/2013 12:00:00 AM,,,,,1118919,0.7760,2.0440
DTE,11/5/2013 12:00:00 AM,,,,,1498626,-0.2864,-0.4850
DUK,11/5/2013 12:00:00 AM,,,,,3639490,-0.0161,-0.0280
DVA,11/5/2013 12:00:00 AM,,,,,1867499,-0.2200,-0.3880
DVAX,11/5/2013 12:00:00 AM,,,,,230150,-0.2000,-1.7240
DVN,11/5/2013 12:00:00 AM,,,,,2663420,-0.6272,-1.0390
DWSN,11/5/2013 12:00:00 AM,,,,,11798,0.4286,2.0920
DX,11/5/2013 12:00:00 AM,,,,,1054382,-0.2789,-5.7720
DXCM,11/5/2013 12:00:00 AM,,,,,347424,0.1000,0.3520
DXPE,11/5/2013 12:00:00 AM,,,,,67590,0.5400,0.5610
DY,11/5/2013 12:00:00 AM,,,,,122926,-0.5900,-1.9510
DZSI,11/5/2013 12:00:00 AM,,,,,69481,-0.1500,-0.7580
EA,11/5/2013 12:00:00 AM,,,,,4449137,-0.1700,-0.6610
EAT,11/5/2013 12:00:00 AM,,,,,1541815,0.9901,2.5680
EBAY,11/5/2013 12:00:00 AM,,,,,11341673,-0.1221,-0.5650
EBF,11/5/2013 12:00:00 AM,,,,,58951,-0.0990,-0.7230
EBIX,11/5/2013 12:00:00 AM,,,,,264999,-0.1244,-1.0540
EBS,11/5/2013 12:00:00 AM,,,,,84349,0.0661,0.3560
EBSB,11/5/2013 12:00:00 AM,,,,,4486,-0.0040,-0.0420
EBTC,11/5/2013 12:00:00 AM,,,,,6286,-0.2525,-1.4970
ECHO,11/5/2013 12:00:00 AM,,,,,147045,0.2800,1.4840
ECL,11/5/2013 12:00:00 AM,,,,,758029,-0.6060,-0.6040
ECOL,11/5/2013 12:00:00 AM,,,,,58696,-0.2044,-0.6340
ECOM,11/5/2013 12:00:00 AM,,,,,599681,0.9000,2.6690
ECPG,11/5/2013 12:00:00 AM,,,,,231563,-0.2200,-0.4650
ECYT,11/5/2013 12:00:00 AM,,,,,636955,-0.7900,-8.7100
ED,11/5/2013 12:00:00 AM,,,,,2113136,-0.2389,-0.4950
EDR,11/5/2013 12:00:00 AM,,,,,547871,-0.1991,-0.8760
EE,11/5/2013 12:00:00 AM,,,,,75167,-0.1041,-0.3420
EEFT,11/5/2013 12:00:00 AM,,,,,255750,-0.6800,-1.5690
EFII,11/5/2013 12:00:00 AM,,,,,232309,0.1520,0.4360
EFSC,11/5/2013 12:00:00 AM,,,,,1293693,0.0568,0.3440
EFX,11/5/2013 12:00:00 AM,,,,,393256,-0.7689,-1.2590
EGAN,11/5/2013 12:00:00 AM,,,,,162784,0.4800,4.1030
EGBN,11/5/2013 12:00:00 AM,,,,,39039,0.5800,2.1550
EGHT,11/5/2013 12:00:00 AM,,,,,355738,-0.0400,-0.3540
EGL,11/5/2013 12:00:00 AM,,,,,65899,0.0076,0.0310
EGLE,11/5/2013 12:00:00 AM,,,,,151557,-15.4000,-12.8120
EGN,11/5/2013 12:00:00 AM,,,,,1193076,0.4359,0.5660
EGOV,11/5/2013 12:00:00 AM,,,,,202570,-0.2626,-1.2690
EGP,11/5/2013 12:00:00 AM,,,,,96969,-1.0570,-1.9390
EHC,11/5/2013 12:00:00 AM,,,,,522003,-0.5239,-1.6650
EHTH,11/5/2013 12:00:00 AM,,,,,122211,-0.6000,-1.4620
EIG,11/5/2013 12:00:00 AM,,,,,76516,0.1126,0.3930
EIGI,11/5/2013 12:00:00 AM,,,,,169236,-0.0500,-0.4560
EIX,11/5/2013 12:00:00 AM,,,,,1712501,-0.2699,-0.6250
EL,11/5/2013 12:00:00 AM,,,,,1529304,0.5731,0.8700
ELGX,11/5/2013 12:00:00 AM,,,,,335246,-0.1300,-0.7280
ELLI,11/5/2013 12:00:00 AM,,,,,827495,-0.3900,-1.6240
ELS,11/5/2013 12:00:00 AM,,,,,413672,-0.9390,-2.7710
ELY,11/5/2013 12:00:00 AM,,,,,715123,-0.0588,-0.7140
